servreqid,text,id,label,newlabel,newid
191775804,SENT TO CSB.  ACTIVE CAMP Two abandoned carts of trash at entrance to Ravenna Woods.At least one cart of trash about twenty feet up the hill of Ravenna Woods.Another encampment already starting after recent cleanup.Please nip in the bud before it gets bad again.,CSB-General Inquiry,7,1,SEA-Unauthorized Encampment
196278921, Pole on right side of photo should be removed as the new pole on the left of photo appears to replace it. I've reported a couple times on this over the past year or so. Please provide update as old pole blocks sightlines from/to bus stop on Delridge. Also is so close to curb that bus mirrors are almost hit so buses stop farther from curb. Pole #1380777,CSB-General Inquiry,7,13,SCL-Streetlight Report
208356026, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
202852428,All 3 bulbs out on the West side of Occidental Way S and Railroad Way S. No post number ,SCL-Streetlight Report,13,13,SCL-Streetlight Report
243366834,Duplicate to CSR #22114 ,SDOT-Abandoned Vehicle,2,2,SDOT-Abandoned Vehicle
234822923,Cowen park. Hate graffiti ,SPU-Graffiti Report,0,0,SPU-Graffiti Report
240004013,PEO Zahalka will be responding to this complaint ,SPD-Parking Enforcement,4,4,SPD-Parking Enforcement
242250638, D line bus stop glass panels broken,CSB-General Inquiry,7,7,CSB-General Inquiry
209247121, Suspicious RV has been camped out on our street.  Sometimes there are several young men coming in and out of the RV.  Recently put NO TRESPASSING signs in the windows. It was ticked by the police about 6 days ago.  The neighbors are quite uncomfortable about someone living in the RV where we can't see what they are up to and have no idea who they are.  There are children and elderly on our block. This is a nice neighborhood and we want to keep it that way. Please remove this vehicle for the neighborhood safety.  We do appreciate all your efforts and sympathize that this is a tough issue.,CSB-General Inquiry,7,1,SEA-Unauthorized Encampment
244149229, Illegal street squatters have setup camp with all their junk,CSB-General Inquiry,7,1,SEA-Unauthorized Encampment
246362303,Trash on stteet ,SPU-Illegal Dumping Report,3,3,SPU-Illegal Dumping Report
238021142, A young street tree has been chopped out of the ground,CSB-General Inquiry,7,7,CSB-General Inquiry
215780370, The neighbor across the alley has repeatedly filled my trash and recycling cans with garbage and has dumped old furniture on my property. We have them on video doing it. I don’t want to be charged for their trash to be removed,CSB-General Inquiry,7,3,SPU-Illegal Dumping Report
216927192,UNKNOWN ,SPU-Illegal Dumping Report,3,4,SPD-Parking Enforcement
228983036,The one house north of us has new tenants this year. We didn't have this problem with the former tenants of that house. ,SPU-Illegal Dumping Report,3,1,SEA-Unauthorized Encampment
245914895, Tent camp & trash in trees next to road.  2 tents and trash.,CSB-General Inquiry,7,1,SEA-Unauthorized Encampment
196816953,non emergency spd complaint For last week a man has played an  electric guitar solo in the jade restaurant parking lot with an amplifier.,CSB-General Inquiry,7,7,CSB-General Inquiry
246382063, Door open to boarded up army reserve building.,CSB-General Inquiry,7,7,CSB-General Inquiry
227124255,Knocked down last night ,SDOT-Sign and Signal Maintenance,8,7,CSB-General Inquiry
214202193,Graffiti on multiple signs at SB I5 on-ramp making them un-readable. ,SPU-Graffiti Report,0,0,SPU-Graffiti Report
194544165,"Pavement markings faded, needs repainting ",SDOT-Sign and Signal Maintenance,8,7,CSB-General Inquiry
242122209,"THE VEHICLE WAS PARKED IN THIS LOCATION SOMETIME ON SATURDAY, DECEMBER 18.  IT IS BLOCKING OUR GARAGE MAKING IT DIFFICULT OR IMPOSSIBLE TO ACCESS IT.  THERE IS OPEN STREET PARKING DIRECTLY ACROSS 95TH STREET. ",SDOT-Abandoned Vehicle,2,2,SDOT-Abandoned Vehicle
238199884,Homeless people started occupying the backyard of empty property (probably illegally) a few months ago and piling up garbage in the public alley. ,SPU-Illegal Dumping Report,3,1,SEA-Unauthorized Encampment
215016697, Contractor consistently placing several cones to restrict public from parking. Home on corner 34th ave w & Armour. Cones are put out on Armour. This across street from public library.,CSB-General Inquiry,7,7,CSB-General Inquiry
193347369, sewer not covered properly.. had been wooden grating destroyed by construction work several months ago.. unsafe!!!,CSB-General Inquiry,7,7,CSB-General Inquiry
233359564,"Light has been out for several months, and has been reported at least once with no action.  Street is very dark as no other street light is close. ",SCL-Streetlight Report,13,13,SCL-Streetlight Report
226990291, Possibly illegal camping,CSB-General Inquiry,7,1,SEA-Unauthorized Encampment
212002527,Tag on traffic control box ,SPU-Graffiti Report,0,0,SPU-Graffiti Report
233402949, Car camping,CSB-General Inquiry,7,2,SDOT-Abandoned Vehicle
236273338, Used oil and car parts left from a run down RV that was parked on blocks yesterday.,SPD-Parking Enforcement,4,3,SPU-Illegal Dumping Report
245343645, Repaint yellow curb at 89 Blanchard st.,CSB-General Inquiry,7,8,SDOT-Sign and Signal Maintenance
225604252, Garbage cans full and garbage in the park,CSB-General Inquiry,7,7,CSB-General Inquiry
223566350," Given the Governor's order last week allowing outdoor tennis, when will the city courts re-open?  Thank you.  Gary",CSB-General Inquiry,7,7,CSB-General Inquiry
238455671," Drummer and trombone exceeding noise ordinance limits.  Readings greater then 70 db from 100 feet.  The drummer is here many days of the week with a sign posting people to online payments.  
The noise is constant, a nuisance for residents who live nearby and is especially disturbing during work hours with many of us working from home.

Please enforce the existing noise ordinance.
 Thank you",CSB-General Inquiry,7,7,CSB-General Inquiry
226560839, Cars running red lights long after yellow light ends coming down Denny with some regularity.,SDOT-Sign and Signal Maintenance,8,7,CSB-General Inquiry
195528905,Parking is very limited and these vehicles are affecting the businesses on our block. the guy living in his van is constantly leaving garbage laying around. ,SPD-Parking Enforcement,4,1,SEA-Unauthorized Encampment
242112767,It's damaged and has been here for 4 weeks. ,SDOT-Abandoned Vehicle,2,7,CSB-General Inquiry
242021981, Forgotten couch,SPU-Illegal Dumping Report,3,3,SPU-Illegal Dumping Report
229927278,private property graffiti 1 graffiti tag,CSB-General Inquiry,7,0,SPU-Graffiti Report
237137529, Vechile without any plates,CSB-General Inquiry,7,2,SDOT-Abandoned Vehicle
247182954, Encampment blocking sidewalk,CSB-General Inquiry,7,1,SEA-Unauthorized Encampment
200188838, Campers,CSB-General Inquiry,7,1,SEA-Unauthorized Encampment
