servreqid,text,id,label,newlabel,newid
227666903, Broken tree,CSB-General Inquiry,7,7,CSB-General Inquiry
238317415, LWBoulevard is supposed to be open now. No signs have been removed. Get it done!!,CSB-General Inquiry,7,7,CSB-General Inquiry
236630574, power line downed in alley off denny between 23 and 24,CSB-General Inquiry,7,7,CSB-General Inquiry
210906951, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
230091990, LARGE AMOUNT OF DEBRIS ON ACCESS ROAD BEHIND BLDG,CSB-General Inquiry,7,7,CSB-General Inquiry
228041719, Golden gardens drive is dangerous to all the pedestrians who now walk here - drivers blasting down streets and no side walk - sorry for drama but please think about consequences of closing what has become a very popular walking street,CSB-General Inquiry,7,7,CSB-General Inquiry
249360337, I am applying to work at Kimball Elementary on Beacon Hill and need fingerprints. I'm wondering if SPD does them? Thank you.,CSB-General Inquiry,7,7,CSB-General Inquiry
233680022, Falling tree hanging in power lines,CSB-General Inquiry,7,7,CSB-General Inquiry
214373339, Active camping - Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
250156986, Aging City Light pole- FYI SDOT is planning to completely rebuild this intersection as soon as the West Seattle high bridge reopens. Would be great to have this main line SCL feeder pole replaced prior to that work.,SCL-Streetlight Report,13,7,CSB-General Inquiry
198329394, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
243649702, Photos will not be the best. I'm sorry. I am doing this so you have an address that's close and this can be sent to the correct WSDOT location. Along I-5 corridor. Heading southbound. Garbage and graffiti.,CSB-General Inquiry,7,7,CSB-General Inquiry
221105415, Someone is cutting down and tearing down/breaking over sideways a bunch of small trees to hide their tent right where I marked on the map. It's 10 ft off the walking path right at the bend of the stairs between upper park and the tennis courts. They're killing a lot of the vegetation that helps to keep the hill from sliding (and they're in a dangerous place if it slid!),CSB-General Inquiry,7,7,CSB-General Inquiry
217238398, a homeowner has left a bunch of wire fencing on the sidewalk and the median creating a hazard,CSB-General Inquiry,7,7,CSB-General Inquiry
204084072, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
206662627, Caller contacted CSB on 3/5/19 to say she is unhappy with Seattle allowing people to camp in RV's and cars near schools or city parks.  Caller said she lives in NE Seattle and has to take her 8 year old son to Shoreline parks because she doesn't want to worry about needles or homeless people who might be sex offenders.,CSB-General Inquiry,7,7,CSB-General Inquiry
198628145, Sand and soil in curb ramp,CSB-General Inquiry,7,7,CSB-General Inquiry
236132237, Speed hump remarking,CSB-General Inquiry,7,7,CSB-General Inquiry
192446389,[Mobile submission rejected by Spot Reporters due to the location provided being outside the City of Seattle. See attachment for more information.] Request for street cleaning. We have lived on Holden Street for 4 years. During that time we have only noticed a street sweeper once about two years ago. I have previously inquired about cleaning around a year ago. I understand our street is a real challenge with all the cars parked on the street all hours of the day. The neighborhood would need to have notification not to park on the street. We have hosted cleaning events to try to minimize trash but the street debris is a concern. The lack of care for the street has led to a continuous littering problem in our neighborhood. We would truly appreciate this service and it would make an immediate positive impact.,CSB-General Inquiry,7,7,CSB-General Inquiry
241050962, North escalators are making a horrible squelching sound.,CSB-General Inquiry,7,7,CSB-General Inquiry
240481477, Cracked sidewalk. Tripping hazzard.,CSB-General Inquiry,7,7,CSB-General Inquiry
207772519, Unauthorized camping,SPD-Parking Enforcement,4,7,CSB-General Inquiry
212683110, Large snapped tree branch in danger of falling into traffic/pedestrians,CSB-General Inquiry,7,7,CSB-General Inquiry
218477778, Oil spill in water,CSB-General Inquiry,7,7,CSB-General Inquiry
226311555, Construction debris and blowing trash in the public way,SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
224343872,"This is an Human Services issue.  Please route to them, Storme who works/lives at the Belltown Cottages called CSB regarding the need  for portapottis in Belltown P-Patch area. The Millionaire Club nearby is giving out lunches but will not allow use of their bathrooms.  This is creating a health issue as those receiving lunches are using the P-Patch for a restroom.  Please consider installing portable toilets as part of your current programs.",CSB-General Inquiry,7,7,CSB-General Inquiry
197747886,"4th/Pine & 6th/Pine
BLOCKING TRAFFIC


 South side of Pine Street at 4th Ave & at 6th Ave there are planter boxes knocked over & debris scattered into the path & roadway",CSB-General Inquiry,7,7,CSB-General Inquiry
232491184,**OPEN WO#11850163 ,SPU-Graffiti Report,0,7,CSB-General Inquiry
248145215, Street closed for over three week,CSB-General Inquiry,7,7,CSB-General Inquiry
194339629," Hollinger called CSB on 4/26/18 regarding his concerns about the Move Seattle transportation levy falling short of its projections. Hollinger said while underestimating happens, he feels SDOT staff may have ""deliberately"" used lower numbers to ""sell the levy"" and, if so, that would be ""fraud.""  He would like the mayor's office to investigate how the underestimating occurred.",CSB-General Inquiry,7,7,CSB-General Inquiry
192008140," Water is leaking daily, sidewalk and road are always wet, got icy during cold temps, it's a hazard",CSB-General Inquiry,7,7,CSB-General Inquiry
238472350, So many flexiposts missing from the bike lane,CSB-General Inquiry,7,7,CSB-General Inquiry
233665719," Sidewalk and one lane of the road adjacent are completely blocked with construction machinery and materials. There is no sidewalk on the other side of the street, so pedestrians are forced to walk into oncoming traffic in order to proceed down the street.",CSB-General Inquiry,7,7,CSB-General Inquiry
240711476, Wires hanging down blocking alley from garbage pickup.,CSB-General Inquiry,7,7,CSB-General Inquiry
206841614, Part of street and sidewalk have subsided right next to gas line. Concerned about landslide with gas line in immediate proximity. Land has DEFINITELY subsided within past couple years. Area is defined at ECA site due to potential landslide.,CSB-General Inquiry,7,7,CSB-General Inquiry
192293942,"Red curb badly faded need repainting 
Thank you ",SDOT-Sign and Signal Maintenance,8,7,CSB-General Inquiry
207473169,On SCL property Garbage,CSB-General Inquiry,7,7,CSB-General Inquiry
242131113, Street sweeping required for pre-snow safety due to slippery leaf build-up on steep heavily shaded streets at 38th Ave. and East Marion all the way down the steep hill of E Spring St ending at Grand Avenue.,CSB-General Inquiry,7,7,CSB-General Inquiry
235606815, People with dogs at the beach / wading area.,CSB-General Inquiry,7,7,CSB-General Inquiry
217795729, Ripped fencing,CSB-General Inquiry,7,7,CSB-General Inquiry
196574285,Abandoned shopping cart ,SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
228340595," Mail theft. White male, 22-26, 5'10"", light brown hair, jeans hoody mask. Gets on the 
33 bus line to leave. Seen with white female apprx same age. Dressed somewhat like a gypsy. Blond hair, blue eyes, apprx 135 lbs. This is now twice since oct. 1st.",CSB-General Inquiry,7,7,CSB-General Inquiry
206746955, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
247184144," Many dogs off-leash during Little League games, running on field, getting in the way and taking the game ball.",CSB-General Inquiry,7,7,CSB-General Inquiry
198945434, Unauthorized Camping,CSB-General Inquiry,7,7,CSB-General Inquiry
206732585, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
243330391, Rock wall is failing.  One rock is on the sidewalk.  It is on the west side of Lakewood Ave S,CSB-General Inquiry,7,7,CSB-General Inquiry
229212363,SDOT: Please see explanation below. Thanks! ,SPD-Parking Enforcement,4,7,CSB-General Inquiry
211372644, Inquiry for SDOT and Vision Zero: is there a reason why the new townhomes at 34th and Market weren't required to include sidewalks on their west side? There are no sidewalks on either side of 34th between Market St and NW 54th St (and BG Trail). Seems odd that new development landscaped the area but no pedestrian right of way.,CSB-General Inquiry,7,7,CSB-General Inquiry
210377434, Will this utility pole snap soon? No guyed anchors.,CSB-General Inquiry,7,7,CSB-General Inquiry
249467526, The lay down area at the corner of SW Cambridge St and 7th Ave SW is going to cause an accident. The large front loader does not give 30ft to the corner and creates a hazard for cars turning at the intersection. This area also sees a large amount of cut through traffic due to the west Seattle bridge closure. Recommend moving the lay down back 30ft (like at a stop sign) to improve visibility,CSB-General Inquiry,7,7,CSB-General Inquiry
199705134," Please remove the orange fencing that is blocking the field. It has been up since the beginning of summer and kids keep getting their handlebars stuck in the fence and flying through the air. Kids are getting hurt every day, and I think the grass is well established enough to take that dangerous fence down. Thank you.",CSB-General Inquiry,7,7,CSB-General Inquiry
217944327," Telephone pole splitting, deteriorating.",CSB-General Inquiry,7,7,CSB-General Inquiry
220522844," About once a year it seems sometime in the Fall the city street cleaner goes down, but we are not told when and if cars are parked there (which they almost always are) you get missed. This is not okay, why can't we be told so we have a chance to clear the cars and get cleaned? We live with four months of mud it's in front of three houses in a row. It's public not private property, can we not request a street cleaner??",CSB-General Inquiry,7,7,CSB-General Inquiry
212254018, Can you put a business sign in the street?,CSB-General Inquiry,7,7,CSB-General Inquiry
248155596, Old Cable lines not cut removed dangling.  My understanding is that some century link contractors when adding their fiber cables only cut but not remove cable lines. See this now very frequent. Can this be cleaned up?,CSB-General Inquiry,7,7,CSB-General Inquiry
249813819," The streets should be ""reopened"" all this signage does is create an obstacle on a residential street. It caused my legally parked vehicle to be damaged as someone was trying to fit in between the street closed sign and my vehicle. Of course they left the scene of the accident and I'm left to deal with the damage myself. Open the streets, this is unnecessary and dangerous.",CSB-General Inquiry,7,7,CSB-General Inquiry
211101791, Open manhole,CSB-General Inquiry,7,7,CSB-General Inquiry
197936017,Per SPD: Please route to the City Attorney's Office for a response. Drone hovering over house - is it legal for someone to hover a drone over my personal house? It feels invasive and a violation of my privacy.,CSB-General Inquiry,7,7,CSB-General Inquiry
231050043, Richard called the Customer Service Bureau to report a pothole and huge deep puddle under the bridge at 2576 Aurora Ave N. Richard said h has been reporting this every year to SDOT and he would like it to be filled.,CSB-General Inquiry,7,7,CSB-General Inquiry
244913897, Unauthorized Camping,CSB-General Inquiry,7,7,CSB-General Inquiry
213881022, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
223470419,"Bill Litter Abatement - Pioneer Square Proactive Cleanup
Occidental Park Area ",SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
234733222," Lots of glass in the bike lane. Bikes need to swing into traffic to avoid, which is very unsafe there. Also there is big increase in the amount of dangerous debris all along the Dearborn bike lanes. Particularly near encampments under I-5 bridge.",CSB-General Inquiry,7,7,CSB-General Inquiry
202751583, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
211738599," Man walking into traffic, waving broom, metal shovel and screaming for past several days. Harassing passerbys holding shovel and broom and using threatening language. He's on the side on the Safeway at 15th Ave. He's been walking into traffic screaming all afternoon with cars veering out of the way.",CSB-General Inquiry,7,7,CSB-General Inquiry
192401257, Side walk hazard,CSB-General Inquiry,7,7,CSB-General Inquiry
226631302," A renter moved in across the street and is using cinder blocks, bricks, and cones to take over street parking. The structure is not stable and could damage cars. I also believe it extending onto public property.",CSB-General Inquiry,7,7,CSB-General Inquiry
200291920, Multiple tires and cable spools left in the right of way on NW 40th at the intersection with the burke-gilman trail.,CSB-General Inquiry,7,7,CSB-General Inquiry
204832456, Debris in bike lane,CSB-General Inquiry,7,7,CSB-General Inquiry
197140408,ADA issue. Response is required. Customer called CSB on 7/6/2018 to report overgrown vegetation in front of 1254 15th Ave NE. Customer is in a wheelchair and said it is very difficult to use the sidewalk because of the overgrown vegetation along the retaining wall that is encroaching into the sidewalk.,CSB-General Inquiry,7,7,CSB-General Inquiry
210011686," Customer requested wording on homelessness website be changed from ""waterfront"" to ""water front' - he said the correct form is compound (two words) and it is used correctly elsewhere in the city's website.",CSB-General Inquiry,7,7,CSB-General Inquiry
235383612, Raw human feces all up and down alley. Photo shows west end of alley.,SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
194443012, Open man hole,CSB-General Inquiry,7,7,CSB-General Inquiry
217035120, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
215855734, Why are there no signs to yield or stop? I've almost been hit 8 times since last month. This area is full of intersections without any signs. It's incredibly dangerous,CSB-General Inquiry,7,7,CSB-General Inquiry
236204843, Glass on bike lane,CSB-General Inquiry,7,7,CSB-General Inquiry
198792230, Looks like there was or is a bug infestation in the bottom of this telephone poll. Needs a protectant wrap that all the other polls have.,CSB-General Inquiry,7,7,CSB-General Inquiry
240030672, Oil is leaking from this tank removal. It is going down the drain.,CSB-General Inquiry,7,7,CSB-General Inquiry
227625738, Water seeping up from center of street. Maybe broken pipe,CSB-General Inquiry,7,7,CSB-General Inquiry
229588829, Request Red curb paint / veh obstruct access to offstreet park garage,CSB-General Inquiry,7,7,CSB-General Inquiry
213921510,I would like to cremate the cat body and give it to the owner if I can find him/her. I will pay for the cost. I am looking for the owner since yesterday. Can you please let me know what I should do? ,FAS-SAS-Dead Animal,14,7,CSB-General Inquiry
230849658, Illegal disgusting disease dumps- PUBLIC HEALTH ENDANGERMENT- trespass- property damage- stolen property- environmental contamination,CSB-General Inquiry,7,7,CSB-General Inquiry
230933273," Pam called the Customer Service Bureau disturbed about a SCL employee's approach while trying to drive to her home during a project in the area. Pam lives at 3204 Franklin Ave E and SCL crew is working at 3208 Franklin Ave E. Pam said employee Greg was directing the traffic when she rolled her window down to tell him she lives right in the area and can see her driveway. Pam asked that she is allowed to drive home. Pam stated Greg did now allow her to drive through, was waving his hands asking her to keep going the other direction and when she drove over the orange cone he ""started laughing hysterically"" at her, she said. Pam said she had to get out of the car to move the cone because he did not help and ""continued to mock and laugh at her"". Pam also said SCL crew could have parked in front of the house where they needed to work and not in front of her house. Pam sad the employee's behavior is unacceptable and very upsetting.",CSB-General Inquiry,7,7,CSB-General Inquiry
205864234,"PER ALEX, CREATED SR FOR STERICYCLE ",SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
220281339," Request a BERM - speed bump be installed while repairs are being planned to done to the concrete -- Drivers coming up N on 26th Ave NE , Just south of 60 th st NE drive up to 40-45 miles per hour speeds on the long stretch as visible in picture Neighborhood with children some with disabilities who need time to cross street and walking folks going up to Bryant elementary school - are in perilous situation Current broken down concrete helps - once repaired , will speed up drivers even more PLEASE HELP",CSB-General Inquiry,7,7,CSB-General Inquiry
193776170, Underside of bridge where homeless camps have set up. So much debris had piled up that I tripped and fell.,CSB-General Inquiry,7,7,CSB-General Inquiry
241537348, The fencing in the underpass from Nickerson to Dravus has been breached and now there are several tents and RVs squatting. That's a dangerous place to squat and someone will get hurt as cars transit that route very quickly.,SDOT-Abandoned Vehicle,2,7,CSB-General Inquiry
218106089, bicyclists should be licensed and required to have a horn and a bell.,CSB-General Inquiry,7,7,CSB-General Inquiry
221071633, SIDEWALK UPLIFT,CSB-General Inquiry,7,7,CSB-General Inquiry
228403254,"McKee 7290  Hopefully complaint called the non-emergency number when this was happening three days ago, as directed on the Find It Fix It app. ",SPD-Parking Enforcement,4,7,CSB-General Inquiry
195271386, Leaking fire hydrant,CSB-General Inquiry,7,7,CSB-General Inquiry
230117075, Camping,CSB-General Inquiry,7,7,CSB-General Inquiry
211024024, Massage parlor that's probably a sex shop. Currently open (after 11 pm).,CSB-General Inquiry,7,7,CSB-General Inquiry
190367243,please see the places that cause the vibration. ,SDOT-Pothole,11,7,CSB-General Inquiry
245061695, The trees on Bridgeway and growing to the point that concrete is being broken by the roots.  It makes the sidewalk unsafe.  I have fallen twice and broke a hand and a finger,CSB-General Inquiry,7,7,CSB-General Inquiry
205135067, Garbage - Greenbelt,CSB-General Inquiry,7,7,CSB-General Inquiry
247655111, Construction debris,CSB-General Inquiry,7,7,CSB-General Inquiry
192339585, Missing inlet cover,CSB-General Inquiry,7,7,CSB-General Inquiry
243056933,Officer Safety Issue ,SDOT-Abandoned Vehicle,2,7,CSB-General Inquiry
191599817, Accident blocking trail. Human feces leaking.,CSB-General Inquiry,7,7,CSB-General Inquiry
232156188, Ann Ripley called CSB regarding her frustration with trying to register her under 19 year old son who works food production for the covid vaccine in the city system.  She asks: Why have this option if he can't register yet?  She says the process does not make sense.,CSB-General Inquiry,7,7,CSB-General Inquiry
226624789," Customer called CSB because she was walking past Swedish Hospital buildings heading toward Boren, and she said there was a lot of glass on the sidewalk.  She said she told Swedish staff about it but they said they could not pick up, it was for the City to clean up.",CSB-General Inquiry,7,7,CSB-General Inquiry
213883451," Pick up the cone. The repair is done, but the cone is still there.",CSB-General Inquiry,7,7,CSB-General Inquiry
227387401, Men's restroom at Sandel Park my husband went to use the restroom at 8:45 am while we were out walking. He was unable to because 5 people were asleep on the floor at least one was a woman possibly 2 the others were men.,CSB-General Inquiry,7,7,CSB-General Inquiry
231113535, Garbage at bus stop,CSB-General Inquiry,7,7,CSB-General Inquiry
192692039, ADA compliance issue: uneven surface at curb ramp,CSB-General Inquiry,7,7,CSB-General Inquiry
196440729,Bent TS-5 and R7-NP. Should be a TS-10 for 7' vertical clearance ,SDOT-Sign and Signal Maintenance,8,7,CSB-General Inquiry
196439583, Leaking hydrant.,CSB-General Inquiry,7,7,CSB-General Inquiry
238223179, Recent apron damage by large truck/trailer.,CSB-General Inquiry,7,7,CSB-General Inquiry
222250052,Mayor Durkan has suspended enforcement of the 72HR ordinance until further notice. ,SPD-Parking Enforcement,4,7,CSB-General Inquiry
212009104," Mrs Harris called CSB on 7/9/19 to offer information she found in an article about a company providing quick housing after natural disasters.  The company, called Rapido, is based in Houston, TX, and uses prebuilt panels to quickly and inexpensively build housing facilities.",CSB-General Inquiry,7,7,CSB-General Inquiry
233589809, Motorcyclist driving on Burke Gilman trail,CSB-General Inquiry,7,7,CSB-General Inquiry
238702669, Ladders blocking sidewalk. Locked to each other. Hazardous.,CSB-General Inquiry,7,7,CSB-General Inquiry
246272661," Uneven and broken sidewalk, trip hazard and causing water pooling up on the side walk, planting strip",CSB-General Inquiry,7,7,CSB-General Inquiry
217687115, Abandoned broken recycling container. Been here for weeks,CSB-General Inquiry,7,7,CSB-General Inquiry
200300691," Customer called CSB on 9/20/18 to report two RV's parked near the Seattle Lighthouse for the Blind at 2501 S Plum St.  Customer said the RVs are on 26th Ave S.  1) Black RV, 56866 WA plate - with trailer and 2) white camper WA plate BBA6810.  Parked for 4-5 days.",CSB-General Inquiry,7,7,CSB-General Inquiry
213961499, Rain barrel left near spring street p patch. 25th and speing,CSB-General Inquiry,7,7,CSB-General Inquiry
199787579, 4 unleashed dogs on the north lawn by the conservatory,CSB-General Inquiry,7,7,CSB-General Inquiry
237346543,Broken glass in bike lane ,SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
202558331,"ELM 
Pumpkin ",SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
222665455," This tree is in front our house and we've been told it's city property. We've had an arborist take a look at it and were told it is dying on the inside and will eventually fall down. If it falls, it will fall onto the street and possible the neighbors house or completely blocking the street from access. It's also a dead end street.",CSB-General Inquiry,7,7,CSB-General Inquiry
193871027, Sinking hole in pavement at Chinook Park.  SE District.  Citizen resident has reported it before.  Described as a hazard.,CSB-General Inquiry,7,7,CSB-General Inquiry
217464955,"The dumpsters in the alley that Evo Atlanta, Stoneway Cafe and Joule all share are out of control. There is so much garbage spilling out on the alley and the street, and it is undoubtedly attracting animals of all kinds. When I asked the folks at Evo Atlanta what was going on they said they have tried to talk to the restaurants to better manage their trash, and they were yelled at by their staff. So I don't think it is the outdoor minded, environmental folks at Evo. I own a home a few blocks away in Wallingford and am appalled by this behavior. Please note: I was there on a Saturday morning. Thanks in advance for investigating. ",SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
198613888," Add left turn lane on westbound S Cloverdale St at Martin Luther King Jr intersection. There is a large number of left turners, which creates a back log of vehicles at that intersection.",CSB-General Inquiry,7,7,CSB-General Inquiry
243203393," Water leaking into street, probably from fire hydrant",CSB-General Inquiry,7,7,CSB-General Inquiry
212775624,"ELM
GARBAGE ",SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
195237650," Could I have access to your data for some analytics I would like to run?  I'm a data scientist and I would love to put some visualizations around your data.  If your data includes some kind of geo tag that would be incredibly helpful as well.  Please let me know if there is any way to provide me some kind of access, anything works for me either an export or ideally an api key.",CSB-General Inquiry,7,7,CSB-General Inquiry
212820063, Leaking fire hydrant,CSB-General Inquiry,7,7,CSB-General Inquiry
205891305, Snow and ice in Lawton school zone,CSB-General Inquiry,7,7,CSB-General Inquiry
221062900, WSDOT - Garbage,CSB-General Inquiry,7,7,CSB-General Inquiry
206746745,SDCI occupant needs to remove branches of of ROW ,SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
236863927, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
223296596," Home looks to be abandoned. Have not seen anyone coming or going in over 9 months. Property is severely neglected, looks like a health hazard to even go near the place. All vegation has overgrown everywhere",CSB-General Inquiry,7,7,CSB-General Inquiry
248081156, Recently signs have gone up along the public streets on Harbor Island that say employee parking and not public parking with tow warnings. Why has the parking changed down here after 20 years?,CSB-General Inquiry,7,7,CSB-General Inquiry
244912189,AMPM ,SPU-Graffiti Report,0,7,CSB-General Inquiry
245985158," There is a small “planter” that’s pretty empty and has a set of bars around it and there’s a lot hazardous garbage in and around prefontaine place. Pills, used personal hygiene products etc  I'm hoping to use the station more as I commute to work. I feel like I can never use that station without being catcalled or followed (which happened yesterday 3/22) and at very least would like the pill bottles cleaned up at that station.",CSB-General Inquiry,7,7,CSB-General Inquiry
190863621,"SENT FOR INSPECTION
THIS IS A DUPLICATE TO SR 18-00012489
SENT TO ELMGROVE ",SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
219420333, Mayor Jenny durkan needs to be removed. She is a public safety threat and has failed to uphold her oath of office.,CSB-General Inquiry,7,7,CSB-General Inquiry
247511627,The old Executive Inn on Taylor N set to be demolished soon? ,SPU-Graffiti Report,0,7,CSB-General Inquiry
201115977, Camping,CSB-General Inquiry,7,7,CSB-General Inquiry
205356069, Constituent reporting dip in the road directly in front of his address at 10035 Valmay Ave NW after a paving job prior to recent construction. States when dry its not noticeable but when it rains it creates a huge puddle. Request to have contractor fix that affected area.,SDOT-Pothole,11,7,CSB-General Inquiry
196229550,Duplicate of SR#18-00115095 ,SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
210357025, Electric box open,CSB-General Inquiry,7,7,CSB-General Inquiry
225967578,ON DEMAND PICK UP PER DAVE H ,SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
199078842, Construction materials and garbage are creating standing water and mosquitoes have begun breeding and entering our unit.,CSB-General Inquiry,7,7,CSB-General Inquiry
229603173," Broken cable (not electrified) hanging from power line, in middle of sidewalk about 5 ft above ground",CSB-General Inquiry,7,7,CSB-General Inquiry
217296363, Traffic on Eastbound S. Massachusetts intersection at MLK many cars passing on right (using right turn only lane) to pass cars waiting to turn left. Many near misses with cars and pedestrians.Need revision same as at S. Mass and 23rd. Eliminate right turn lane and create left turn only lane.,CSB-General Inquiry,7,7,CSB-General Inquiry
223977824,ADA issue - Response required ADA accessibility is blocked at the pedestrian intersection,CSB-General Inquiry,7,7,CSB-General Inquiry
194178181,PARKS DEPT Logs in parking spaces for months now.,CSB-General Inquiry,7,7,CSB-General Inquiry
242277753, Sidewalk needs repair,CSB-General Inquiry,7,7,CSB-General Inquiry
191551840,SENT FOR INSPECTION Piles of trash and human waste everywhere,CSB-General Inquiry,7,7,CSB-General Inquiry
208927521, Weed farm,CSB-General Inquiry,7,7,CSB-General Inquiry
197084538,Light pole anchor cable ,SCL-Streetlight Report,13,7,CSB-General Inquiry
198985856, Abandoned chain links here 3 weeks after subpop!!!!!! Remove these hazards!!!!! Third report!!!!,CSB-General Inquiry,7,7,CSB-General Inquiry
212946624, Storm grate is broken. Looks like it used to be made from wood. Located on the SE corner of S Horton St and Utah Ave S. Very dangerous for cars and pedestrians,CSB-General Inquiry,7,7,CSB-General Inquiry
205390146,"ELM
Trash everywhere ",SPU-Illegal Dumping Report,3,7,CSB-General Inquiry
207701451, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
218276702, Decaying garbage- untreated sewage- soil and water contamination- trespass- vandalism,CSB-General Inquiry,7,7,CSB-General Inquiry
243643391,"Per fleets, vehicle is registered to #30920 SDOT Mark Seigle SDOT truck that needs maintenance. Was spewing exhaust to the point the entire street was engulfed.",CSB-General Inquiry,7,7,CSB-General Inquiry
243757722, Shopping cart,CSB-General Inquiry,7,7,CSB-General Inquiry
234567429, Walking on the east side of the lake view overpass that crosses I5. Twice in the last week it has smelled like burning plastic. May be nothing but both times it was in the same area.,CSB-General Inquiry,7,7,CSB-General Inquiry
223383784, Appears to be a stuffed person hanging by a noose from a tree. Possibly a racial symbol of some sort. Should not be allowed. Please contact Police Navigation Team or CPT ASAP to investigate.,CSB-General Inquiry,7,7,CSB-General Inquiry
205175172, Unauthorized camping,CSB-General Inquiry,7,7,CSB-General Inquiry
235915394,"SPD-FYI only. Customer was informed to call non-emergency when this is happening. Lots of car racing on 31st Ave s between Yesler and Jackson. Huge rash of racing this weekend, drag racing and people without emissions or mufflers. Insanely loud and dangerous. We need an officer posted until there are permanent traffic calming measures implemented.",CSB-General Inquiry,7,7,CSB-General Inquiry
200300809," Customer called CSB on 9/20/18 to report two RV's parked near the Seattle Lighthouse for the Blind at 2501 S Plum St.  Customer said the RVs are on 26th Ave S.  1) Black RV, 56866 WA plate - with trailer and 2) white camper WA plate BBA6810.  Parked for 4-5 days.",SPD-Parking Enforcement,4,7,CSB-General Inquiry
227681727," The parking lot at 3rd Ave and Clay Street has sharp glass, trash, and overgrown vegetation around the trees along the sidewalk.",CSB-General Inquiry,7,7,CSB-General Inquiry
242452802, Repaint curb at 2021 7th Ave,CSB-General Inquiry,7,7,CSB-General Inquiry
244435137, CITY OF SEATTLE RED/WHITE SAWHORSE METAL SIGNS LEFT ON 501 EASTLAKE AVE E SINCE 1/8/22 HOMELESS CAMP PEOPLE THROWING SIGNS AT OUR PARKED CARS SMASHING CAR WINDOWS.,CSB-General Inquiry,7,7,CSB-General Inquiry
249920910," Caller left voicemail with CSB reporting mobile homes camped at 62nd and 65th near the south entrance of Magnuson Park. He said campers were moved out the Mountaineers camp, but four of them have moved to the south along the little parking strip at 62nd & 65th. He said there is also someone with a tent near the walking path in the forest in the same area.",SDOT-Abandoned Vehicle,2,7,CSB-General Inquiry
210662424, A bolt is sticking out of the sidewalk. Next to the wall.,CSB-General Inquiry,7,7,CSB-General Inquiry
229176497, Trespassing on private property at 4:30 am,CSB-General Inquiry,7,7,CSB-General Inquiry
194820312," Reporting illegal camping.
Reporting rats and large stacks of garbage on the public sidewalk, gallon bottles of urine, strong smell of amonia/urine and human feces.",CSB-General Inquiry,7,7,CSB-General Inquiry
227622618, Power pole has a variety of broken/loose wires to be removed.,CSB-General Inquiry,7,7,CSB-General Inquiry
229391447,Please fix the streetlights up on Olson Place SW... It is very dark going up the hill and no lights to see lanes or median. Very hard to see with no street light!!! ,SCL-Streetlight Report,13,13,SCL-Streetlight Report
240793157,the light has not been lit since repair work was done on 7th West two or three weeks ago.  It is the only street light over a heavily used crosswalk that leads to Kinnear Park. ,SCL-Streetlight Report,13,13,SCL-Streetlight Report
205269540,One of two flood lights on pole are out.  Flood light number 12256 ,SCL-Streetlight Report,13,13,SCL-Streetlight Report
247722491,I first reported this 160 days ago. It was never fixed. ,SPU-Graffiti Report,0,13,SCL-Streetlight Report
243776291,Caller advises this may have been vandalism as there is also broken glass on the sidewalk. Exact location of light is just south of NE 179 and 15th Ave NE ,SCL-Streetlight Report,13,13,SCL-Streetlight Report
200720045,Street Light Out (on Spring St) ,SCL-Streetlight Report,13,13,SCL-Streetlight Report
200207898,Light out ,SCL-Streetlight Report,13,13,SCL-Streetlight Report
221055691," The lights in the park have been out for a long time in a dark and secluded alleyway between apartment buildings. It's hard to see anything at night in this area, including people, dogs, and animals. Some people in my building and I would feel much safer if the lights were on at night, so we can see people approaching and feel safe in this quiet, secluded, and dark part of the city",CSB-General Inquiry,7,13,SCL-Streetlight Report
233683601,Missing street light pole! Fix it! ,SCL-Streetlight Report,13,13,SCL-Streetlight Report
231220901,The light goes on and off all night.  Some nights it doesn't come on at all. ,SCL-Streetlight Report,13,13,SCL-Streetlight Report
217237180,Streetlight is not turning on at night ,SCL-Streetlight Report,13,13,SCL-Streetlight Report
